TRAIN_00011,TRAIN_22199,1,1,1,1,1,1,1,0,1,1
TRAIN_00046,TRAIN_22199,1,1,1,1,1,1,1,0,1,1
TRAIN_00055,TRAIN_22199,1,1,1,1,1,1,1,0,1,1
TRAIN_00084,TRAIN_22198,1,1,1,1,0,1,1,1,1,1
TRAIN_00079,TRAIN_22199,1,1,1,1,1,1,1,0,1,1
TRAIN_00101,TRAIN_22198,1,1,1,0,1,1,1,1,1,1
TRAIN_00115,TRAIN_22199,1,1,1,1,1,1,1,0,1,1
TRAIN_00130,TRAIN_22199,1,1,1,1,1,1,1,0,1,1
TRAIN_00155,TRAIN_22199,1,1,1,1,1,1,1,0,1,1
TRAIN_00219,TRAIN_22199,1,1,1,1,1,1,1,0,1,1
TRAIN_00263,TRAIN_22199,1,1,1,1,1,1,1,0,1,1
TRAIN_22239,TRAIN_22199,1,1,1,1,1,1,1,0,1,1
TRAIN_22269,TRAIN_22199,1,1,1,1,1,1,1,0,1,1
TRAIN_22304,TRAIN_22199,1,1,1,1,1,1,1,0,1,1
TRAIN_22386,TRAIN_22199,1,1,1,1,1,1,1,0,1,1
TRAIN_22367,TRAIN_22198,1,1,1,1,0,1,1,1,1,1
TRAIN_22459,TRAIN_22199,1,1,1,1,1,1,1,0,1,1
TRAIN_22432,TRAIN_22198,1,1,1,0,1,1,1,1,1,1
TRAIN_22473,TRAIN_22199,1,1,1,1,1,1,1,0,1,1
TRAIN_22542,TRAIN_22199,1,1,1,1,1,1,1,0,1,1
TRAIN_22688,TRAIN_22199,1,1,1,1,1,1,1,0,1,1
TRAIN_22744,TRAIN_22199,1,1,1,1,1,1,1,0,1,1
TRAIN_00266,TRAIN_22005,1,1,1,1,1,1,1,1,1,0
TRAIN_00284,TRAIN_22150,1,1,1,0,1,1,1,1,1,1
TRAIN_00302,TRAIN_21861,1,1,1,1,1,1,1,1,0,1
TRAIN_00303,TRAIN_22174,1,0,1,1,1,1,1,1,1,1
TRAIN_00312,TRAIN_21717,1,1,1,1,1,1,1,1,0,1
TRAIN_00324,TRAIN_21789,1,1,1,1,1,0,1,1,1,1
TRAIN_00337,TRAIN_22198,1,1,1,0,1,1,1,1,1,1
TRAIN_00357,TRAIN_21597,1,1,1,1,1,1,1,1,0,1
TRAIN_00373,TRAIN_22101,1,0,1,1,1,1,1,1,1,1
TRAIN_00379,TRAIN_21789,1,1,1,0,1,1,1,1,1,1
TRAIN_00400,TRAIN_21429,1,1,1,1,1,1,1,1,0,1
TRAIN_00391,TRAIN_21645,1,1,1,1,0,1,1,1,1,1
TRAIN_00426,TRAIN_21741,1,1,1,0,1,1,1,1,1,1
TRAIN_00410,TRAIN_21453,1,1,1,1,1,1,0,1,1,1
TRAIN_00445,TRAIN_21501,1,1,1,1,1,0,1,1,1,1
TRAIN_00444,TRAIN_21861,1,1,0,1,1,1,1,1,1,1
TRAIN_00471,TRAIN_21333,1,1,1,1,1,1,1,1,0,1
TRAIN_00466,TRAIN_21405,1,1,1,1,1,1,0,1,1,1
TRAIN_00492,TRAIN_21213,1,1,1,1,1,1,1,0,1,1
TRAIN_00481,TRAIN_21189,1,1,1,1,1,1,1,1,0,1
TRAIN_00511,TRAIN_21093,1,1,1,1,1,1,0,1,1,1
TRAIN_00517,TRAIN_21309,1,1,0,1,1,1,1,1,1,1
TRAIN_00534,TRAIN_20949,1,1,1,1,1,1,1,0,1,1
TRAIN_00549,TRAIN_20901,1,1,1,1,1,1,1,1,1,0
TRAIN_00563,TRAIN_22101,0,1,1,1,1,1,1,1,1,1
TRAIN_00564,TRAIN_20853,1,1,1,1,1,1,1,0,1,1
TRAIN_00599,TRAIN_22077,0,1,1,1,1,1,1,1,1,1
TRAIN_00597,TRAIN_21237,1,1,0,1,1,1,1,1,1,1
TRAIN_00619,TRAIN_20709,1,1,1,1,1,1,1,1,0,1
TRAIN_00602,TRAIN_21213,1,1,0,1,1,1,1,1,1,1
TRAIN_00643,TRAIN_22029,0,1,1,1,1,1,1,1,1,1
TRAIN_00646,TRAIN_20709,1,1,1,1,1,1,1,0,1,1
TRAIN_00669,TRAIN_20685,1,1,1,1,1,1,1,0,1,1
TRAIN_00670,TRAIN_20733,1,1,1,1,1,1,0,1,1,1
TRAIN_00677,TRAIN_22199,1,1,1,1,1,1,1,0,1,1
TRAIN_00687,TRAIN_21981,0,1,1,1,1,1,1,1,1,1
TRAIN_00700,TRAIN_20493,1,1,1,1,1,0,1,1,1,1
TRAIN_00708,TRAIN_20469,1,1,1,1,1,1,0,1,1,1
TRAIN_00734,TRAIN_20325,1,1,1,1,1,1,1,1,0,1
TRAIN_00731,TRAIN_21933,0,1,1,1,1,1,1,1,1,1
TRAIN_00750,TRAIN_20229,1,1,1,1,1,1,1,1,1,0
TRAIN_00750,TRAIN_20277,1,1,1,1,1,1,1,0,1,1
TRAIN_00773,TRAIN_20205,1,1,1,1,1,1,1,1,0,1
TRAIN_00778,TRAIN_20181,1,1,1,1,1,1,1,1,1,0
TRAIN_00808,TRAIN_20205,1,1,1,1,1,1,1,0,1,1
