TRAIN_09742,TRAIN_31680,1,1,1,1,1,1,1,1,1,0
TRAIN_31656,TRAIN_32858,1,1,1,1,1,1,1,0,1,1
TRAIN_31614,TRAIN_32332,1,1,1,1,1,1,1,0,1,1
TRAIN_11591,TRAIN_32751,1,1,1,1,0,1,1,1,1,1
TRAIN_30952,TRAIN_20421,1,1,0,1,1,1,1,1,1,1
TRAIN_05596,TRAIN_20013,1,1,1,0,1,1,1,1,1,1
TRAIN_09046,TRAIN_20517,1,1,0,1,1,1,1,1,1,1
TRAIN_31654,TRAIN_31796,1,1,1,1,1,1,1,1,0,1
TRAIN_32260,TRAIN_21501,0,1,1,1,1,1,1,1,1,1
TRAIN_30535,TRAIN_14425,1,1,1,1,1,1,1,1,0,1
TRAIN_13056,TRAIN_15313,1,1,1,1,1,0,1,1,1,1
TRAIN_27942,TRAIN_22101,1,0,1,1,1,1,1,1,1,1
TRAIN_09958,TRAIN_15481,1,1,1,1,1,1,0,1,1,1
TRAIN_31728,TRAIN_20565,1,1,1,1,1,1,1,0,1,1
TRAIN_32630,TRAIN_19557,1,1,1,1,0,1,1,1,1,1
TRAIN_18669,TRAIN_32662,1,1,1,1,1,1,1,1,1,0
TRAIN_31650,TRAIN_32092,1,1,1,1,1,1,1,1,0,1
TRAIN_15241,TRAIN_18621,1,1,0,1,1,1,1,1,1,1
TRAIN_12095,TRAIN_19077,0,1,1,1,1,1,1,1,1,1
TRAIN_05305,TRAIN_17806,1,1,1,1,1,1,1,0,1,1
TRAIN_14137,TRAIN_32807,1,0,1,1,1,1,1,1,1,1
TRAIN_31072,TRAIN_21549,0,1,1,1,1,1,1,1,1,1
TRAIN_32582,TRAIN_21813,1,1,1,0,1,1,1,1,1,1
TRAIN_06220,TRAIN_22150,0,1,1,1,1,1,1,1,1,1
TRAIN_32384,TRAIN_18453,0,1,1,1,1,1,1,1,1,1
TRAIN_26762,TRAIN_32878,1,0,1,1,1,1,1,1,1,1
TRAIN_11351,TRAIN_16438,1,1,1,1,1,1,1,1,0,1
TRAIN_31812,TRAIN_18310,1,1,1,1,1,1,1,1,0,1
TRAIN_31928,TRAIN_21861,1,1,0,1,1,1,1,1,1,1
TRAIN_16034,TRAIN_19725,1,1,1,1,1,1,1,1,0,1
TRAIN_31884,TRAIN_32898,1,0,1,1,1,1,1,1,1,1
TRAIN_31604,TRAIN_20373,1,1,1,1,1,0,1,1,1,1
TRAIN_25994,TRAIN_32775,1,1,1,1,1,1,1,1,0,1
TRAIN_32731,TRAIN_21261,1,1,0,1,1,1,1,1,1,1
TRAIN_27786,TRAIN_22005,1,1,1,1,1,1,1,1,1,0
TRAIN_32220,TRAIN_20037,1,1,1,0,1,1,1,1,1,1
TRAIN_08180,TRAIN_08782,1,1,0,1,1,1,1,1,1,1
TRAIN_32340,TRAIN_20781,1,0,1,1,1,1,1,1,1,1
TRAIN_31654,TRAIN_32791,1,1,1,1,1,1,1,1,1,0
TRAIN_15770,TRAIN_16295,1,1,1,1,1,1,1,1,0,1
TRAIN_12287,TRAIN_31836,1,1,1,1,1,0,1,1,1,1
TRAIN_15409,TRAIN_32803,1,1,1,1,1,1,1,1,0,1
TRAIN_31936,TRAIN_32702,1,1,0,1,1,1,1,1,1,1
TRAIN_32140,TRAIN_20973,1,1,1,1,1,1,0,1,1,1
TRAIN_10510,TRAIN_31832,1,0,1,1,1,1,1,1,1,1
TRAIN_32642,TRAIN_21741,1,1,1,1,1,1,1,0,1,1
TRAIN_11206,TRAIN_19485,1,1,1,1,1,1,0,1,1,1
TRAIN_32412,TRAIN_16750,1,0,1,1,1,1,1,1,1,1
TRAIN_12960,TRAIN_32658,1,1,1,1,1,1,1,1,0,1
TRAIN_18525,TRAIN_21261,1,1,0,1,1,1,1,1,1,1
TRAIN_32408,TRAIN_14473,1,1,1,1,0,1,1,1,1,1
TRAIN_32308,TRAIN_32721,1,1,1,1,1,1,1,0,1,1
TRAIN_32654,TRAIN_32870,1,1,1,1,1,1,1,0,1,1
TRAIN_18334,TRAIN_19485,1,1,1,1,1,0,1,1,1,1
TRAIN_31728,TRAIN_17926,1,1,1,1,1,0,1,1,1,1
TRAIN_31940,TRAIN_21693,1,1,1,0,1,1,1,1,1,1
TRAIN_09958,TRAIN_20421,1,1,1,1,1,1,1,1,0,1
TRAIN_14617,TRAIN_21741,1,1,1,1,1,1,1,0,1,1
TRAIN_31614,TRAIN_19293,1,1,1,0,1,1,1,1,1,1
TRAIN_10606,TRAIN_14881,1,1,1,1,1,1,1,1,0,1
TRAIN_31640,TRAIN_32938,1,1,1,1,1,0,1,1,1,1
TRAIN_32204,TRAIN_20109,1,1,1,1,0,1,1,1,1,1
TRAIN_18789,TRAIN_20325,1,1,1,1,1,0,1,1,1,1
TRAIN_16319,TRAIN_32582,1,1,1,1,1,1,0,1,1,1
TRAIN_16582,TRAIN_32783,1,0,1,1,1,1,1,1,1,1
TRAIN_10870,TRAIN_17902,1,1,1,1,1,1,0,1,1,1
TRAIN_09766,TRAIN_15770,1,1,1,1,1,1,1,1,0,1
TRAIN_11903,TRAIN_15986,1,1,1,1,1,1,1,1,0,1
TRAIN_32512,TRAIN_21669,1,1,1,1,1,0,1,1,1,1
TRAIN_29071,TRAIN_19893,1,1,1,1,1,1,1,1,0,1
TRAIN_12287,TRAIN_16079,1,1,1,1,1,0,1,1,1,1
TRAIN_17038,TRAIN_20085,1,1,1,1,0,1,1,1,1,1
TRAIN_12431,TRAIN_13608,0,1,1,1,1,1,1,1,1,1
TRAIN_12191,TRAIN_31828,1,1,1,1,1,1,1,1,0,1
TRAIN_15962,TRAIN_20229,1,1,1,1,1,1,1,1,1,0
TRAIN_11879,TRAIN_20277,1,1,1,1,1,1,1,0,1,1
TRAIN_15866,TRAIN_16103,1,1,1,1,1,1,1,1,0,1
TRAIN_32480,TRAIN_20373,1,1,0,1,1,1,1,1,1,1
TRAIN_30390,TRAIN_19629,1,1,1,1,1,1,1,1,1,0
TRAIN_10558,TRAIN_17902,1,1,1,1,1,1,1,0,1,1
TRAIN_31860,TRAIN_21045,1,0,1,1,1,1,1,1,1,1
TRAIN_32164,TRAIN_32779,1,1,1,1,1,1,0,1,1,1
TRAIN_18813,TRAIN_32626,1,1,1,1,1,0,1,1,1,1
TRAIN_05860,TRAIN_10894,1,1,1,1,1,1,1,1,1,0
TRAIN_32328,TRAIN_16630,1,0,1,1,1,1,1,1,1,1
TRAIN_10534,TRAIN_17902,1,1,1,1,1,1,1,0,1,1
TRAIN_32156,TRAIN_17854,0,1,1,1,1,1,1,1,1,1
TRAIN_14545,TRAIN_18597,1,1,1,1,1,0,1,1,1,1
TRAIN_17758,TRAIN_19893,1,1,1,1,1,1,0,1,1,1
